Emp.No,Name,Retirement,Sex,Age,Tenure,Hiring.Source,University,Univ.GPA,Education.Level,Biz.Location,Job.Family,Team,Is.Manager,OverTime,Performance.Score,Unused.Vacation,Cognitive.Score,Endurance.Score,Execution.Score,Manager.Vision,Manager.Communication,Manager.Execution,Engagement.Score,Sales.Amount
3724,Jane1110,No,Female,36,20.2,Job Board,OSAKA UNIVERSITY,92,Bachelor,USA,Manufacturing,Tech Support,No,182,29,16,74,75,83,21,12,29,40,NA
3400,John1111,No,Male,52,31.5,Special,YALE UNIVERSITY,67.56,Bachelor,Singapore,Research,Finance,No,133,56.4,9,78,74,88,54,49,88,58.2,NA
1812,Jane1112,No,Female,40,22.5,Job Board,CORNELL UNIVERSITY,75.78,Bachelor,Amsterdam,Manufacturing,Marketing,No,153,44.6,9,67,97,95,89,71,15,62.5,NA
3280,John1113,No,Male,42,20.2,Job Board,MIT,82.67,Bachelor,Singapore,Manufacturing,Tech Support,No,230,37.1,7,67,85,87,21,22,78,47.5,NA
3164,John1114,No,Male,51,34,Job Board,NAGOYA UNIVERSITY,69.78,Master,Shanghai,Research,Manufacturing,No,79,61.7,11,99,86,87,23,26,8,42,NA
1189,John1115,No,Male,26,4.3,Job Board,HARVARD UNIVERSITY,76.89,Bachelor,Tokyo,Manufacturing,Manufacturing,No,203,44.8,21,94,98,81,2,24,23,44.6,NA
2922,John1116,No,Male,39,19.6,Job Board,UNIVERSITY OF PENNSYLVANIA,83.78,Bachelor,Seoul,Research,Marketing,No,147,66.5,17,81,74,98,92,73,22,64.5,NA
1108,John1117,No,Male,29,11.5,Job Board,SEOUL NATIONAL UNIVERSITY,64.67,Bachelor,Tokyo,Administration,Manufacturing,No,56,33.8,7,68,86,62,3,23,24,40.9,NA
4571,John1118,No,Male,29,21.2,Intern,THE UNIVERSITY OF TOKYO,62,HighSchool,Singapore,Research,Tech Support,Yes,34,47.5,9,92,90,67,29,12,61,46,NA
433,John1119,No,Male,50,30.4,Job Board,DUKE UNIVERSITY,83.11,Bachelor,Shanghai,Marketing,Human Resources,No,95,43.1,7,98,79,89,79,81,33,66.1,37617
3833,John1120,No,Male,37,15.5,Job Board,UNIVERSITY OF PENNSYLVANIA,72.44,Bachelor,USA,Marketing,Finance,No,31,46.2,15,68,92,100,34,14,68,46.3,67418
4995,John1121,Yes,Male,33,13,Overseas,KYOTO UNIVERSITY,84.44,Doctor,Seoul,Research,Legal,No,375,83.5,16,92,90,74,63,27,61,49.2,NA
757,John1122,Yes,Male,31,13.9,Job Board,UNIVERSITY OF CAMBRIDGE,88,Bachelor,Shanghai,Manufacturing,Biz Dev,No,377,34.2,1,99,94,68,4,23,13,37.3,NA
350,John1123,No,Male,33,13.6,Job Board,OSAKA UNIVERSITY,88.89,Bachelor,Singapore,Manufacturing,Quality Assurance,No,173,57.4,15,92,98,78,34,43,41,57.3,NA
364,John1124,No,Male,44,25,Job Board,"	EMORY UNIVERSITY",70.67,Bachelor,Seoul,Manufacturing,Quality Assurance,No,584,36.8,11,88,82,87,28,25,9,45.2,NA
1195,Jane1125,No,Female,24,9.1,Job Board,OSAKA UNIVERSITY,88.22,Doctor,Amsterdam,Research,Tech Support,No,35,54.1,2,68,95,82,3,9,4,41.8,NA
509,John1126,No,Male,38,19.6,Job Board,UNIVERSITY OF CHICAGO,78,Bachelor,Seoul,Research,Tech Support,No,200,64.7,16,97,68,96,31,20,16,49.4,NA
3720,Jane1127,No,Female,36,18.1,Special,KYOTO UNIVERSITY,75.78,Master,Shanghai,Manufacturing,Tech Support,No,187,43.2,4,75,94,89,11,18,15,37.4,NA
646,Jane1128,No,Female,37,23.5,Overseas,KYOTO UNIVERSITY,80,Doctor,Tokyo,Administration,Tech Support,No,71,51.5,9,93,74,94,2,73,15,47.2,NA
4779,John1129,No,Male,26,7,Job Board,UNIVERSITY OF CHICAGO,89.33,Master,Tokyo,Research,Biz Dev,No,176,50.8,7,82,85,69,42,28,29,49.9,NA
2940,John1130,No,Male,39,20.2,Job Board,PEKING UNIVERSITY,88.22,Master,Shanghai,Research,Marketing,No,80,73.1,4,91,88,63,90,74,34,64.8,NA
2494,John1131,No,Male,51,32.5,Job Board,OSAKA UNIVERSITY,75.81,Doctor,USA,Manufacturing,Human Resources,No,153,39.9,15,91,74,80,79,85,21,63.2,NA
4569,Jane1132,No,Female,34,31.2,Special,PRINCETON UNIVERSITY,91.33,Master,USA,Research,Manufacturing,Yes,39,88.2,9,81,81,66,12,22,13,45.6,NA
4182,John1133,No,Male,39,22.6,Job Board,SEOUL NATIONAL UNIVERSITY,79.11,Bachelor,Tokyo,Marketing,Marketing,No,59,41,8,81,85,82,93,70,16,62,13120
1591,John1134,No,Male,45,27.2,Job Board,UNIVERSITY OF CAMBRIDGE,77.56,Bachelor,USA,Manufacturing,Manufacturing,No,165,35.5,16,87,93,80,25,21,21,45,NA
2210,John1135,Yes,Male,42,24.9,Job Board,KYOTO UNIVERSITY,87.67,2-Year College,Tokyo,Marketing,Marketing,No,241,67.9,8,92,87,98,95,18,69,52,79758
5466,John1136,No,Male,32,13.5,Job Board,THE UNIVERSITY OF TOKYO,68.22,Bachelor,Singapore,Research,Marketing,No,86,36.2,7,99,70,83,93,72,58,66.9,NA
1256,John1137,Yes,Male,33,15.9,Job Board,MIT,80.89,Bachelor,Tokyo,Marketing,Human Resources,No,187,42.5,21,91,83,81,74,18,18,43.3,54710
2008,John1138,No,Male,50,28.1,Special,PEKING UNIVERSITY,70.67,Bachelor,Shanghai,Marketing,Human Resources,No,175,67.6,9,76,78,97,80,77,72,65.2,97788
1068,John1139,No,Male,33,15.3,Job Board,UNIVERSITY OF PENNSYLVANIA,84.22,HighSchool,Singapore,Research,Manufacturing,No,43,57.3,7,81,83,76,3,4,44,48,NA
1127,John1140,No,Male,29,10.7,Job Board,ECOLE NORMALE SUP?RIEURE DE LYON,86.22,Bachelor,Singapore,Manufacturing,Manufacturing,No,179,50.3,19,77,83,69,23,11,49,52.7,NA
5703,John1141,No,Male,25,4.8,Intern,CORNELL UNIVERSITY,70.89,Master,USA,Research,Quality Assurance,No,92,41,22,88,66,66,23,50,34,47,NA
5295,John1142,No,Male,33,15,Job Board,CORNELL UNIVERSITY,87.78,Bachelor,Singapore,Research,Marketing,No,75,63.5,4,98,80,71,92,73,40,64.6,NA
4942,Jane1143,No,Female,27,8.7,Job Board,UNIVERSITY OF OXFORD,86,Bachelor,Shanghai,Marketing,Marketing,No,20,52.3,10,92,73,86,92,71,71,66.8,41966
5740,John1144,No,Male,28,12.6,Job Board,HOKKAIDO UNIVERSITY,76.51,Doctor,Shanghai,Marketing,Human Resources,No,109,22.4,22,90,83,72,79,82,27,64.1,111947
3551,John1145,Yes,Male,43,25.4,Job Board,YALE UNIVERSITY,78.44,2-Year College,Tokyo,Marketing,Tech Support,No,188,63.2,21,67,74,90,28,13,69,45.1,122912
4039,John1146,No,Male,48,31.6,Job Board,THE UNIVERSITY OF TOKYO,82.44,Bachelor,USA,Marketing,Manufacturing,No,17,31.9,14,69,72,70,12,33,14,42.4,59078
3984,John1147,No,Male,37,16.1,Job Board,THE UNIVERSITY OF TOKYO,72.89,HighSchool,Singapore,Manufacturing,Biz Dev,No,191,37,19,78,80,99,43,55,42,55.2,NA
1792,John1148,No,Male,42,31.6,Job Board,SEOUL NATIONAL UNIVERSITY,73.11,Bachelor,USA,Research,Legal,Yes,90,45,11,92,83,65,43,30,79,47.7,NA
3265,John1149,Yes,Male,40,23.4,Job Board,PEKING UNIVERSITY,79.33,Master,Tokyo,Manufacturing,Tech Support,No,584,38.9,14,98,98,94,3,40,22,37,NA
1811,John1150,No,Male,30,8.7,Overseas,THE UNIVERSITY OF TOKYO,85.11,Bachelor,Tokyo,Manufacturing,Manufacturing,No,170,49.7,13,86,79,66,19,8,24,48.6,NA
4069,Jane1151,No,Female,38,25.2,Special,UNIVERSITY OF HONG KONG,84,Bachelor,Tokyo,Research,Tech Support,No,5,56.7,10,99,85,71,32,17,28,47,NA
1708,John1152,No,Male,41,22.4,Intern,STOCKHOLM UNIVERSITY,80.22,Bachelor,Singapore,Administration,Marketing,No,8,37.2,19,99,81,81,91,74,41,65.2,NA
2886,Jane1153,No,Female,38,23,Job Board,KYOTO UNIVERSITY,91.86,Bachelor,Seoul,Research,Tech Support,No,34,83.8,7,96,87,100,21,2,16,43.5,NA
4151,John1154,No,Male,37,15.3,Job Board,UNIVERSITY OF PENNSYLVANIA,89.33,2-Year College,Singapore,Administration,Tech Support,No,62,35.8,12,72,97,73,23,9,24,40.5,NA
2939,John1155,Yes,Male,40,19.6,Job Board,UNIVERSITY OF HONG KONG,69.78,HighSchool,Singapore,Administration,Manufacturing,No,240,46,10,95,84,86,21,25,34,37.7,NA
4707,Jane1156,No,Female,27,13.4,Job Board,MIT,88.44,Bachelor,Amsterdam,Research,Tech Support,No,33,49.6,13,69,99,79,21,19,17,36,NA
3531,John1157,No,Male,39,31.5,Job Board,STANFORD UNIVERSITY,75.78,Bachelor,Tokyo,Manufacturing,Marketing,Yes,258,22.6,24,80,75,71,89,73,31,66,NA
4064,Jane1158,No,Female,36,22.4,Job Board,UNIVERSITY OF CHICAGO,75.11,Bachelor,Singapore,Research,Human Resources,No,33,48.4,5,91,72,93,87,70,32,58.2,NA
2056,John1159,Yes,Male,41,31.1,Job Board,STANFORD UNIVERSITY,67.56,Master,Seoul,Manufacturing,Manufacturing,Yes,630,72.1,4,77,76,74,23,21,5,42,NA
4345,John1160,No,Male,32,11.5,Intern,UNIVERSITY OF PENNSYLVANIA,66,2-Year College,Singapore,Administration,Manufacturing,No,86,44.5,24,78,77,88,21,31,50,45.7,NA
1578,John1161,No,Male,34,11.8,Job Board,SEOUL NATIONAL UNIVERSITY,67.11,Master,USA,Manufacturing,Manufacturing,No,263,37.3,14,72,95,72,10,20,27,44.8,NA
4832,John1162,Yes,Male,32,12.9,Job Board,SEOUL NATIONAL UNIVERSITY,75.56,Bachelor,Singapore,Administration,Human Resources,No,197,24.4,15,73,71,66,78,24,54,48.6,NA
5499,John1163,No,Male,32,11,Intern,OSAKA UNIVERSITY,73.56,HighSchool,USA,Manufacturing,Tech Support,No,182,50.6,22,84,91,78,20,18,28,46.9,NA
1046,John1164,No,Male,29,11.4,Job Board,UNIVERSITY OF CAMBRIDGE,79.33,Bachelor,Tokyo,Administration,Manufacturing,No,89,28.6,9,94,67,100,6,8,20,39.6,NA
5403,John1165,No,Male,29,18.3,Intern,SEOUL NATIONAL UNIVERSITY,78.6,Master,Tokyo,Manufacturing,Tech Support,Yes,162,64.3,19,83,87,84,21,9,14,46,NA
422,John1166,No,Male,33,13,Job Board,UNIVERSITY OF CHICAGO,84.22,Bachelor,USA,Administration,Manufacturing,No,8,40.3,14,81,85,65,21,29,19,43.3,NA
1134,John1167,No,Male,29,6.6,Job Board,TSINGHUA UNIVERSITY,88,Bachelor,Tokyo,Manufacturing,Manufacturing,No,159,43.8,19,72,80,62,5,25,22,45.3,NA
4804,Jane1168,Yes,Female,29,14.8,Job Board,UNIVERSITY OF CHICAGO,76,Doctor,Tokyo,Research,Manufacturing,No,346,66.9,5,89,94,62,21,15,25,42,NA
3955,Jane1169,No,Female,42,28.4,Job Board,TSINGHUA UNIVERSITY,90.44,Bachelor,Singapore,Manufacturing,Tech Support,No,120,36.4,13,70,94,67,14,17,57,44.5,NA
5239,John1170,No,Male,28,8.5,Job Board,PEKING UNIVERSITY,88.25,Doctor,Singapore,Manufacturing,Manufacturing,No,196,22.5,24,97,79,76,28,32,37,48.6,NA
3826,John1171,No,Male,53,33.3,Job Board,THE UNIVERSITY OF TOKYO,79.33,Bachelor,Tokyo,Administration,Manufacturing,No,40,25.3,6,98,71,69,34,35,24,46.6,NA
5509,John1172,No,Male,39,20.7,Job Board,MIT,67.56,Doctor,Tokyo,Research,Tech Support,No,126,68.3,2,88,86,66,1,25,4,44,NA
3874,John1173,No,Male,43,23.3,Special,PEKING UNIVERSITY,81.56,Master,Tokyo,Marketing,Manufacturing,No,47,54.7,14,81,66,99,40,28,32,44.1,21076
1932,Jane1174,No,Female,38,23.7,Job Board,PEKING UNIVERSITY,93.56,Master,Shanghai,Research,Tech Support,No,71,61.8,3,80,76,62,17,9,14,43.6,NA
927,Jane1175,No,Female,28,14,Job Board,YALE UNIVERSITY,86,Bachelor,Tokyo,Manufacturing,Marketing,No,120,53.2,13,86,75,97,70,73,39,65,NA
714,John1176,No,Male,31,14.4,Overseas,SEOUL NATIONAL UNIVERSITY,90.5,Bachelor,USA,Manufacturing,Manufacturing,No,153,43.4,24,92,78,64,1,29,32,44.6,NA
5350,John1177,Yes,Male,34,16.2,Job Board,YALE UNIVERSITY,85.11,Master,USA,Research,Biz Dev,No,252,50.7,13,72,94,100,46,21,20,44.1,NA
5154,John1178,No,Male,38,14.9,Intern,UNIVERSITY OF SUSSEX,78,Bachelor,Seoul,Manufacturing,Manufacturing,No,373,29.8,14,90,67,66,8,29,20,47.3,NA
1933,John1179,No,Male,46,28.2,Special,OSAKA UNIVERSITY,85.6,HighSchool,Singapore,Marketing,Quality Assurance,No,13,53.4,23,79,98,98,51,32,58,47.9,235983
4483,Jane1180,No,Female,31,12.6,Job Board,TSINGHUA UNIVERSITY,84,2-Year College,Tokyo,Research,Tech Support,No,31,37.9,10,78,75,69,26,17,11,36.8,NA
4306,John1181,Yes,Male,33,11.5,Job Board,MIT,73.72,Master,Seoul,Manufacturing,Tech Support,No,400,35.3,14,84,75,66,27,19,17,37.5,NA
2545,John1182,No,Male,41,21.6,Job Board,UNIVERSITY OF SUSSEX,80.89,Bachelor,USA,Research,Tech Support,No,68,43.6,22,76,69,97,17,4,12,44.3,NA
1557,John1183,No,Male,42,24.6,Job Board,SEOUL NATIONAL UNIVERSITY,74.67,Bachelor,Tokyo,Manufacturing,Marketing,No,248,51.9,5,80,100,74,95,75,33,68.1,NA
1487,Jane1184,No,Female,40,26.3,Job Board,OSAKA UNIVERSITY,73.11,Bachelor,USA,Manufacturing,Marketing,No,204,49.1,7,91,93,65,89,71,7,62.9,NA
1495,Jane1185,No,Female,52,36.8,Job Board,YALE UNIVERSITY,79.56,Bachelor,Singapore,Manufacturing,Tech Support,No,120,47.9,10,73,71,77,17,19,63,46.5,NA
1492,John1186,No,Male,43,24.5,Job Board,UNIVERSITY OF CHICAGO,80.22,Master,Shanghai,Manufacturing,Biz Dev,No,298,36.1,5,88,75,86,66,51,34,54.5,NA
3629,Jane1187,No,Female,36,21,Job Board,UNIVERSITY OF CAMBRIDGE,82.22,HighSchool,Singapore,Administration,Biz Dev,No,2,31.7,16,72,90,63,41,29,57,48,NA
5075,Jane1188,No,Female,30,12.1,Job Board,"	EMORY UNIVERSITY",83.49,Bachelor,Shanghai,Manufacturing,Biz Dev,No,144,41.5,1,72,84,62,64,26,43,48.6,NA
1961,Jane1189,No,Female,32,26.2,Job Board,MIT,77.33,2-Year College,Singapore,Marketing,Biz Dev,Yes,97,41.9,4,69,94,80,7,34,42,43,67416
3318,John1190,No,Male,39,23.8,Job Board,CORNELL UNIVERSITY,79.11,Bachelor,Tokyo,Research,Marketing,No,28,47.2,3,83,96,88,91,71,27,63.8,NA
921,Jane1191,No,Female,45,43,Job Board,YALE UNIVERSITY,69.56,Bachelor,Singapore,Marketing,Quality Assurance,Yes,36,58.7,7,93,94,94,65,25,86,53,82303
5393,John1192,No,Male,32,15.1,Job Board,STANFORD UNIVERSITY,75.56,HighSchool,Tokyo,Manufacturing,Biz Dev,No,305,26.4,16,98,70,73,30,34,6,50.9,NA
247,John1193,No,Male,45,25.6,Special,HOKKAIDO UNIVERSITY,88,HighSchool,USA,Research,Tech Support,No,118,42.3,11,90,94,80,12,13,53,41.8,NA
2288,Jane1194,No,Female,43,26.5,Job Board,UNIVERSITY OF CHICAGO,89.11,Master,Tokyo,Research,Biz Dev,No,57,65.1,6,98,88,75,17,29,30,49.7,NA
5742,John1195,No,Male,27,5.6,Job Board,SEOUL NATIONAL UNIVERSITY,83.78,HighSchool,Singapore,Administration,Marketing,No,105,33.4,25,84,99,66,88,71,40,64,NA
5594,John1196,Yes,Male,30,11.6,Intern,STANFORD UNIVERSITY,91.11,2-Year College,Shanghai,Administration,Tech Support,No,209,37.3,5,96,83,66,21,10,17,34.2,NA
3680,John1197,No,Male,37,19.6,Job Board,YALE UNIVERSITY,90.89,HighSchool,USA,Manufacturing,Marketing,No,222,36.1,12,100,76,84,93,73,21,66.2,NA
5083,Jane1198,No,Female,47,32.1,Job Board,UNIVERSITY OF CHICAGO,83.78,2-Year College,Singapore,Research,Finance,No,33,63.9,11,96,75,81,38,20,82,52.8,NA
5574,Jane1199,No,Female,27,13.5,Intern,HARVARD UNIVERSITY,86.05,Master,Tokyo,Research,Marketing,No,70,61.1,2,78,97,92,94,73,23,62,NA
937,John1200,No,Male,32,10.2,Job Board,PEKING UNIVERSITY,67.78,Bachelor,Singapore,Manufacturing,Quality Assurance,No,174,57.5,5,75,92,78,3,33,32,53,NA
908,Jane1201,No,Female,29,13.3,Job Board,KYOTO UNIVERSITY,83.78,Bachelor,Tokyo,Manufacturing,Biz Dev,No,120,53.2,3,72,85,73,21,54,12,54.2,NA
1282,John1202,No,Male,34,14.2,Job Board,HARVARD UNIVERSITY,66.67,Doctor,Shanghai,Manufacturing,Legal,No,153,48.8,9,82,87,82,56,35,64,60.8,NA
379,John1203,No,Male,33,15.6,Job Board,MIT,82.89,HighSchool,Seoul,Manufacturing,Marketing,No,242,83.5,10,89,94,100,71,75,38,68.1,NA
444,Jane1204,No,Female,31,14.6,Job Board,KYOTO UNIVERSITY,82.89,Bachelor,Amsterdam,Research,Marketing,No,5,53.2,11,99,100,62,92,72,18,60.8,NA
4883,Jane1205,No,Female,29,12.6,Job Board,UNIVERSITY OF TORONTO,80.44,Master,Tokyo,Research,Marketing,No,150,78.4,8,92,72,94,92,70,43,62.8,NA
5308,Jane1206,No,Female,35,18.8,Job Board,MIT,92,Master,Tokyo,Manufacturing,Tech Support,No,218,59.3,6,96,85,75,8,8,37,48.8,NA
470,John1207,No,Male,31,9.5,Intern,STANFORD UNIVERSITY,62,Bachelor,Seoul,Research,Human Resources,No,177,65.8,9,88,79,86,60,77,4,58.4,NA
5502,John1208,No,Male,28,5,Job Board,UNIVERSITY OF CAMBRIDGE,83.78,Bachelor,Singapore,Research,Manufacturing,No,75,34.4,14,95,72,92,9,18,17,39.6,NA
66,John1209,No,Male,33,13.1,Intern,UNIVERSITY OF CHICAGO,79.33,Master,USA,Administration,Tech Support,No,26,22.6,26,72,67,90,38,14,42,51.9,NA
1645,Jane1210,No,Female,38,18.9,Job Board,PRINCETON UNIVERSITY,68,HighSchool,Amsterdam,Manufacturing,Tech Support,No,239,44.3,14,91,72,70,30,9,22,42.2,NA
2451,John1211,No,Male,32,23.6,Job Board,TSINGHUA UNIVERSITY,76,Bachelor,Amsterdam,Marketing,Tech Support,Yes,83,33.7,12,78,98,73,12,8,12,37.8,103710
5571,John1212,No,Male,29,6.7,Job Board,UNIVERSITY OF OXFORD,80.89,Bachelor,Seoul,Research,Manufacturing,No,151,39.3,11,79,94,66,13,42,4,43,NA
1806,John1213,No,Male,41,24.2,Job Board,UNIVERSITY OF CHICAGO,87.11,Bachelor,Singapore,Manufacturing,Finance,No,195,38.8,14,71,67,64,61,35,90,58,NA
5714,John1214,No,Male,45,26.5,Job Board,UNIVERSITY OF SUSSEX,84.22,Bachelor,Seoul,Manufacturing,Manufacturing,No,467,38.6,14,68,90,69,19,17,4,46.7,NA
3299,John1215,No,Male,41,17.8,Job Board,UNIVERSITY OF PENNSYLVANIA,73.11,2-Year College,Singapore,Manufacturing,Tech Support,No,153,40.1,24,88,90,76,25,13,53,46,NA
5145,Jane1216,No,Female,52,35.8,Job Board,UNIVERSITY OF CHICAGO,93.33,2-Year College,Amsterdam,Research,Manufacturing,No,38,26.3,14,77,69,77,27,25,8,40.2,NA
2585,Jane1217,No,Female,37,20.7,Job Board,SEOUL NATIONAL UNIVERSITY,75.78,Bachelor,Singapore,Manufacturing,Manufacturing,No,120,56.1,12,84,100,76,11,12,27,46.7,NA
4316,Jane1218,No,Female,30,13.2,Intern,SEOUL NATIONAL UNIVERSITY,84.65,Bachelor,Shanghai,Manufacturing,Biz Dev,No,243,60.5,0,74,94,89,66,34,36,63.2,NA
3905,John1219,No,Male,37,19.3,Job Board,THE UNIVERSITY OF TOKYO,84,Bachelor,Tokyo,Marketing,Tech Support,No,57,46.4,6,88,78,74,32,8,21,38.2,47219
4807,John1220,No,Male,35,14.3,Job Board,UNIVERSITY OF CHICAGO,68.44,Master,Tokyo,Manufacturing,Tech Support,No,186,55.7,1,77,78,99,13,7,12,46,NA
2822,John1221,No,Male,40,24.7,Job Board,MCGILL UNIVERSITY,77.33,Bachelor,Seoul,Marketing,Tech Support,No,200,40.1,4,92,86,69,19,6,7,40,74663
2974,John1222,No,Male,38,21.2,Job Board,PEKING UNIVERSITY,70,HighSchool,Tokyo,Administration,Tech Support,No,29,28.1,23,78,71,70,9,12,8,35.2,NA
2551,John1223,No,Male,41,23.1,Job Board,LEIDEN UNIVERSITY,67.11,Bachelor,Tokyo,Manufacturing,Tech Support,No,270,41.5,21,88,94,78,32,23,34,45.9,NA
555,John1224,No,Male,35,13.8,Job Board,UNIVERSITY OF CHICAGO,86.44,Master,Singapore,Marketing,Biz Dev,No,223,58.4,8,93,72,84,40,37,42,47.5,65782
1920,Jane1225,No,Female,40,35.7,Job Board,STANFORD UNIVERSITY,75.81,Master,USA,Manufacturing,Tech Support,Yes,194,36.9,11,67,88,90,26,18,9,43.5,NA
3885,John1226,No,Male,37,15.7,Job Board,NAGOYA UNIVERSITY,77.78,Bachelor,Shanghai,Research,Tech Support,No,83,29.6,3,88,91,79,28,8,42,44.5,NA
2667,John1227,No,Male,41,34.2,Special,STANFORD UNIVERSITY,79.56,Bachelor,Tokyo,Manufacturing,Marketing,Yes,190,52.1,12,98,95,93,92,73,9,64.8,NA
4265,John1228,Yes,Male,35,16.5,Job Board,STANFORD UNIVERSITY,76.44,Doctor,Tokyo,Research,Manufacturing,No,281,41.7,22,89,90,84,19,16,37,38.3,NA
2629,John1229,No,Male,39,32.8,Job Board,KYOTO UNIVERSITY,88.84,Bachelor,Singapore,Manufacturing,Human Resources,Yes,338,58.5,10,81,79,71,87,83,46,71,NA
2297,John1230,Yes,Male,47,29.3,Job Board,SEOUL NATIONAL UNIVERSITY,84.22,Bachelor,Tokyo,Administration,Marketing,No,161,35.7,12,84,71,67,91,26,31,47.2,NA
497,John1231,No,Male,37,16.8,Intern,HOKKAIDO UNIVERSITY,81.56,Bachelor,Tokyo,Administration,Manufacturing,No,33,53.8,7,84,92,76,9,74,16,48.4,NA
1379,John1232,No,Male,33,14.3,Overseas,MIT,73.11,Bachelor,Singapore,Research,Tech Support,No,177,47.1,11,78,94,71,9,13,42,39,NA
3729,John1233,No,Male,37,18.4,Special,UNIVERSITY OF HONG KONG,91.78,2-Year College,Tokyo,Manufacturing,Manufacturing,No,190,61.4,13,94,89,65,32,22,27,49.2,NA
4203,Jane1234,No,Female,32,13.4,Overseas,THE UNIVERSITY OF TOKYO,70.22,Bachelor,Seoul,Administration,Manufacturing,No,101,72.8,7,67,82,94,3,73,0,46.1,NA
5469,John1235,No,Male,32,12.8,Intern,HARVARD UNIVERSITY,80.22,Bachelor,Singapore,Administration,Marketing,No,8,37.9,19,80,89,73,91,73,43,64.8,NA
2583,Jane1236,No,Female,38,24.7,Overseas,MIT,80.67,Doctor,Tokyo,Marketing,Manufacturing,No,20,45.2,4,92,81,73,21,7,28,37.5,35979
1819,John1237,No,Male,41,23.5,Job Board,PEKING UNIVERSITY,88,Bachelor,Tokyo,Administration,Tech Support,No,156,48.2,18,81,76,87,32,74,29,53.6,NA
2669,John1238,No,Male,40,21.3,Job Board,UNIVERSITY OF CHICAGO,84.67,HighSchool,USA,Manufacturing,Tech Support,No,300,37.7,23,93,88,97,11,9,33,42.6,NA
5497,Jane1239,Yes,Female,47,31.2,Job Board,MIT,87.67,Bachelor,Singapore,Manufacturing,Biz Dev,No,335,35.8,4,82,68,93,58,18,31,43,NA
1513,John1240,No,Male,40,19,Special,OSAKA UNIVERSITY,82.22,Bachelor,Tokyo,Manufacturing,Legal,No,190,52.1,8,73,94,96,45,32,81,63.5,NA
3550,John1241,No,Male,45,25.9,Special,"	EMORY UNIVERSITY",83.33,Bachelor,Shanghai,Administration,Tech Support,No,56,49.3,12,95,87,82,23,18,9,38.1,NA
5712,John1242,No,Male,26,7.2,Job Board,THE UNIVERSITY OF TOKYO,81.63,Master,Singapore,Marketing,Quality Assurance,No,34,30.9,13,87,95,63,52,55,61,50.7,96891
54,John1243,No,Male,32,23.3,Job Board,YALE UNIVERSITY,77.78,Master,Singapore,Administration,Legal,Yes,44,40.7,11,88,68,93,26,38,86,55.4,NA
217,John1244,Yes,Male,39,24.2,Overseas,UNIVERSITY OF PENNSYLVANIA,79.33,Bachelor,Tokyo,Marketing,Tech Support,No,158,61.4,22,78,93,97,3,17,42,36.7,91881
4474,John1245,No,Male,31,12.4,Job Board,OSAKA UNIVERSITY,93.33,Bachelor,Singapore,Manufacturing,Quality Assurance,No,204,48.1,12,72,97,67,70,47,64,56.2,NA
1739,John1246,Yes,Male,44,26.9,Special,SOGANG UNIVERSITY,74.67,Bachelor,Tokyo,Manufacturing,Tech Support,No,373,53.9,18,100,80,99,20,17,22,41.2,NA
1747,John1247,No,Male,43,25.7,Job Board,THE UNIVERSITY OF TOKYO,84.44,Bachelor,USA,Manufacturing,Marketing,No,209,51.9,17,86,74,92,93,72,11,65.2,NA
3401,Jane1248,No,Female,37,29.9,Job Board,THE UNIVERSITY OF TOKYO,83.11,Bachelor,USA,Research,Marketing,Yes,57,51.3,4,79,82,92,90,74,33,62.7,NA
2312,John1249,No,Male,40,19.5,Special,YALE UNIVERSITY,68,Bachelor,Shanghai,Marketing,Tech Support,No,13,34.1,1,75,70,62,22,10,45,40.2,18130
4172,John1250,No,Male,41,23.6,Special,LEIDEN UNIVERSITY,79.11,Master,Shanghai,Marketing,Tech Support,No,53,27.8,3,92,67,74,33,20,3,41,24295
1498,John1251,No,Male,44,28.2,Special,ECOLE NORMALE SUP?RIEURE DE LYON,88,HighSchool,USA,Research,Tech Support,No,118,43.8,11,74,95,67,23,1,6,35.4,NA
601,John1252,No,Male,31,12.2,Intern,NAGOYA UNIVERSITY,85.11,Bachelor,Singapore,Manufacturing,Tech Support,No,192,37.9,24,72,87,65,10,15,19,40,NA
158,John1253,No,Male,32,9.6,Intern,TSINGHUA UNIVERSITY,71.56,2-Year College,Tokyo,Manufacturing,Human Resources,No,219,35,21,67,88,72,83,85,14,62.5,NA
3714,John1254,No,Male,40,27.3,Job Board,CORNELL UNIVERSITY,90,Master,Shanghai,Manufacturing,Tech Support,Yes,226,27.7,15,78,67,93,14,20,19,44,NA
329,John1255,No,Male,34,12.2,Job Board,HARVARD UNIVERSITY,74.89,HighSchool,Tokyo,Manufacturing,Marketing,No,153,50.1,15,76,78,98,70,74,17,62.4,NA
4086,John1256,No,Male,35,17.1,Job Board,MIT,84.67,Bachelor,Tokyo,Research,Tech Support,No,31,56,5,83,75,88,16,16,19,46,NA
1776,Jane1257,No,Female,42,28.9,Job Board,STANFORD UNIVERSITY,85.11,Doctor,Tokyo,Research,Manufacturing,No,103,51.9,9,98,81,64,30,25,34,50,NA
391,Jane1258,Yes,Female,32,17.4,Job Board,PRINCETON UNIVERSITY,74.89,2-Year College,Singapore,Marketing,Marketing,No,147,66.2,8,86,88,86,72,12,88,50.7,120835
